DistrictofResidenceEntityName,DistrictofResidenceEntityID,SchoolEntityName,SchoolEntityID,SchoolCTDS,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total,
Apache Junction Unified District,4443,,,           _,75,217,258,268,285,294,296,320,317,310,332,306,226,259,3763,
Apache Junction Unified District,4443,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Apache Junction Unified District,4443,Apache Junction High School,5925,110243201,*,*,*,*,*,*,*,*,*,*,331,305,221,253,1110,
Apache Junction Unified District,4443,Cactus Canyon Junior High,5923,110243151,*,*,*,*,*,*,*,*,317,309,*,*,*,*,626,
Apache Junction Unified District,4443,Desert Vista Elementary School,5922,110243104,75,84,78,104,105,110,97,111,*,*,*,*,*,*,764,
Apache Junction Unified District,4443,Four Peaks Elementary School,5920,110243102,*,83,105,94,107,104,113,110,*,*,*,*,*,*,716,
Apache Junction Unified District,4443,Lexington Life Academy Ellsworth,92718,072138001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Apache Junction Unified District,4443,Peralta Trail Elementary School,79631,110243105,*,50,75,68,72,80,86,98,*,*,*,*,*,*,529,
Apache Junction Unified District,4443,Prestige School at Rite of Passage,90438,072107003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Apache Junction Unified District,4443,"St. Dominic Savio Academy, LLC",90472,072121001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Apache Junction Unified District,4443,Superstition Mountain On-Line School,91810,110243202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Aprender Tucson,79426,,,           _,*,22,23,27,27,27,22,29,26,16,13,*,*,*,232,
Aprender Tucson,79426,Southside Community School,79432,108785001,*,22,23,27,27,27,22,29,26,16,13,*,*,*,232,
Archway Classical Academy Arete,92312,,,           _,*,87,90,89,90,90,87,*,*,*,*,*,*,*,533,
Archway Classical Academy Arete,92312,Great Hearts Academies - Archway Arete,92313,078247001,*,87,90,89,90,90,87,*,*,*,*,*,*,*,533,
Archway Classical Academy Chandler,90917,,,           _,*,89,90,87,88,89,89,*,*,*,*,*,*,*,532,
Archway Classical Academy Chandler,90917,Great Hearts Academies - Archway Chandler,90999,078597301,*,89,90,87,88,89,89,*,*,*,*,*,*,*,532,
Archway Classical Academy Cicero,92314,,,           _,*,80,87,87,90,88,84,*,*,*,*,*,*,*,516,
Archway Classical Academy Cicero,92314,Great Hearts Academies - Archway Cicero,92315,078248001,*,80,87,87,90,88,84,*,*,*,*,*,*,*,516,
Archway Classical Academy Glendale,91878,,,           _,*,85,90,93,90,89,90,*,*,*,*,*,*,*,537,
Archway Classical Academy Glendale,91878,Great Hearts Academies - Archway Glendale,91879,078406001,*,85,90,93,90,89,90,*,*,*,*,*,*,*,537,
Archway Classical Academy Lincoln,92656,,,           _,*,80,88,80,86,89,88,*,*,*,*,*,*,*,511,
Archway Classical Academy Lincoln,92656,Autism Academy of Education and Development,91919,072128001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Archway Classical Academy Lincoln,92656,Great Hearts Academies - Archway Lincoln,92708,078234001,*,80,88,80,86,89,88,*,*,*,*,*,*,*,511,
Archway Classical Academy North Phoenix,91758,,,           _,*,99,88,89,77,77,81,*,*,*,*,*,*,*,511,
Archway Classical Academy North Phoenix,91758,Great Hearts Academies - Archway North Phoenix,91785,078214002,*,99,88,89,77,77,81,*,*,*,*,*,*,*,511,
Archway Classical Academy Scottsdale,90857,,,           _,*,88,82,80,78,77,*,*,*,*,*,*,*,*,405,
Archway Classical Academy Scottsdale,90857,Great Hearts Academies - Archway Scottsdale,90994,078590301,*,88,82,80,78,77,*,*,*,*,*,*,*,*,405,
Archway Classical Academy Trivium East,92704,,,           _,*,76,88,89,90,60,59,*,*,*,*,*,*,*,462,
Archway Classical Academy Trivium East,92704,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Archway Classical Academy Trivium East,92704,Great Hearts Academies - Archway Trivium East,92707,078266001,*,76,88,89,90,60,59,*,*,*,*,*,*,*,462,
Archway Classical Academy Trivium West,90915,,,           _,*,84,90,90,90,101,86,*,*,*,*,*,*,*,541,
Archway Classical Academy Trivium West,90915,Great Hearts Academies - Archway Trivium West,91001,078595301,*,84,90,90,90,101,86,*,*,*,*,*,*,*,541,
Archway Classical Academy Veritas,90916,,,           _,*,88,90,89,90,90,90,*,*,*,*,*,*,*,537,
Archway Classical Academy Veritas,90916,Great Hearts Academies - Archway Veritas,91000,078596301,*,88,90,89,90,90,90,*,*,*,*,*,*,*,537,
Arete Preparatory Academy,89486,,,           _,*,*,*,*,*,*,*,100,100,95,73,71,61,31,531,
Arete Preparatory Academy,89486,Great Hearts Academies - Arete Prep,89487,078527001,*,*,*,*,*,*,*,100,100,95,73,71,61,31,531,
"Arizona Academy of Science And Technology, Inc.",6378,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,
"Arizona Academy of Science And Technology, Inc.",6378,Arizona Academy of Science and Technology,10755,078665001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,
"Arizona Agribusiness & Equine Center, Inc.",4331,,,           _,*,*,*,*,*,*,*,*,*,*,86,101,101,95,383,
"Arizona Agribusiness & Equine Center, Inc.",4331,AAEC - Paradise Valley,6344,078707202,*,*,*,*,*,*,*,*,*,*,86,101,101,95,383,
"Arizona Agribusiness & Equine Center, Inc.",85816,,,           _,*,*,*,*,*,*,*,*,*,*,105,169,85,60,419,
"Arizona Agribusiness & Equine Center, Inc.",85816,AAEC - SMCC Campus,5503,078993201,*,*,*,*,*,*,*,*,*,*,105,169,85,60,419,
"Arizona Agribusiness & Equine Center, Inc.",87403,,,           _,*,*,*,*,*,*,*,*,*,*,50,33,41,46,170,
"Arizona Agribusiness & Equine Center, Inc.",87403,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain",87404,078510201,*,*,*,*,*,*,*,*,*,*,50,33,41,46,170,
"Arizona Agribusiness & Equine Center, Inc.",90779,,,           _,*,*,*,*,*,*,*,*,*,*,129,116,117,118,480,
"Arizona Agribusiness & Equine Center, Inc.",90779,Arizona Agribusiness & Equine Center - Estrella,90780,078587201,*,*,*,*,*,*,*,*,*,*,129,116,117,118,480,
"Arizona Agribusiness & Equine Center, Inc.",91131,,,           _,*,*,*,*,*,*,*,*,*,*,55,58,50,47,210,
"Arizona Agribusiness & Equine Center, Inc.",91131,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley",91132,138785201,*,*,*,*,*,*,*,*,*,*,55,58,50,47,210,
"Arizona Autism Charter Schools, Inc.",91958,,,           _,*,15,21,21,23,18,18,24,11,*,*,*,*,*,151,
"Arizona Autism Charter Schools, Inc.",91958,Arizona Autism Charter School,92598,078226001,*,*,21,21,23,18,*,*,*,*,*,*,*,*,98,
"Arizona Autism Charter Schools, Inc.",91958,"Arizona Autism Charter School, Upper School Campus",92984,078226002,*,*,*,*,*,*,18,24,11,*,*,*,*,*,53,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,,,           _,*,*,*,*,*,*,*,*,*,*,*,11,20,72,106,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Arizona Call-a-Teen Center for Excellence,5520,078723201,*,*,*,*,*,*,*,*,*,*,*,*,20,72,105,
"Arizona Call-a-Teen Youth Resources, Inc.",4346,Canon School,6119,130350101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Arizona Community Development Corporation,79947,,,           _,*,247,234,237,233,236,228,226,200,158,*,*,*,*,1999,
Arizona Community Development Corporation,79947,La Paloma Academy,79950,108709101,*,90,82,90,88,90,89,90,84,58,*,*,*,*,761,
Arizona Community Development Corporation,79947,La Paloma Academy (Lakeside),81187,108709103,*,113,101,98,96,93,99,90,78,57,*,*,*,*,825,
Arizona Community Development Corporation,79947,La Paloma Academy-South,91805,108709104,*,44,51,49,49,53,40,46,38,43,*,*,*,*,413,
"Arizona Connections Academy Charter School, Inc.",87407,,,           _,*,71,73,94,129,129,168,171,228,275,249,229,187,131,2134,
"Arizona Connections Academy Charter School, Inc.",87407,Arizona Connections Academy,81179,078511101,*,71,73,94,129,129,168,171,228,275,249,229,187,131,2134,
Arizona Department of Corrections,8336,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,48,169,229,
Arizona Department of Corrections,8336,ASPC-Eyman,8348,211002900,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,
Arizona Department of Corrections,8336,ASPC-Florence,8337,211002100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
Arizona Department of Corrections,8336,ASPC-Phoenix/Globe,8344,211002500,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,ASPC-Winslow,8339,211002160,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Life Learning Academy,92289,211002201,*,*,*,*,*,*,*,*,*,*,*,*,47,18,77,
Arizona Department of Corrections,8336,Success Academy Douglas,93016,211002190,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Lewis,10229,211002120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,
Arizona Department of Corrections,8336,Success Academy Perryville,8343,211002300,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,
Arizona Department of Corrections,8336,Success Academy Safford,93017,211002180,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Arizona Department of Corrections,8336,Success Academy Tucson Adult,8341,211002200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,54,
Arizona Department of Corrections,8336,Success Academy Yuma,8340,211002170,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,
Arizona Language Preparatory,92566,,,           _,*,30,19,*,*,*,*,*,*,*,*,*,*,*,69,
Arizona Language Preparatory,92566,Arizona Language Preparatory,92567,078260001,*,30,19,*,*,*,*,*,*,*,*,*,*,*,69,
Arizona Montessori Charter School at Anthem,85749,,,           _,*,42,49,41,38,32,27,29,25,30,*,*,*,*,313,
Arizona Montessori Charter School at Anthem,85749,AMCS at Anthem dba Caurus Academy,85750,078991101,*,42,49,41,38,32,27,29,25,30,*,*,*,*,313,
Arizona School For The Arts,4345,,,           _,*,*,*,*,*,*,111,112,112,112,114,103,97,91,852,
Arizona School For The Arts,4345,Arizona School For The Arts,5519,078722001,*,*,*,*,*,*,111,112,112,112,114,103,97,91,852,
Arlington Elementary District,4274,,,           _,*,23,*,25,31,25,31,32,29,37,*,*,*,*,259,
Arlington Elementary District,4274,Arlington Elementary School,5354,070447101,*,23,*,25,31,25,31,32,29,37,*,*,*,*,259,
Ash Creek Elementary District,4187,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,
Ash Creek Elementary District,4187,Ash Creek Elementary,4797,020453101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,
Ash Fork Joint Unified District,4471,,,           _,*,17,16,*,25,22,17,21,18,15,22,22,15,15,239,
Ash Fork Joint Unified District,4471,Ash Fork Elementary School,6101,130231101,*,17,16,14,25,22,17,*,*,*,*,*,*,*,111,
Ash Fork Joint Unified District,4471,Ash Fork Head Start,89244,032602046,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Ash Fork Joint Unified District,4471,Ash Fork High School,6103,130231202,*,*,*,*,*,*,*,*,*,*,22,22,15,15,74,
Ash Fork Joint Unified District,4471,Ash Fork Middle School,6102,130231102,*,*,*,*,*,*,*,21,18,15,*,*,*,*,54,
Athlos Traditional Academy,91133,,,           _,*,126,141,147,158,125,123,134,126,115,*,*,*,*,1195,
Athlos Traditional Academy,91133,Legacy Traditional School - Chandler,91134,118711001,*,126,141,147,158,125,123,134,126,115,*,*,*,*,1195,
Aurora Day School,90099,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Aurora Day School,90099,Aurora Day School West,90400,072119003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,,,           _,20,568,574,606,619,618,628,626,634,674,*,*,*,*,5569,
Avondale Elementary District,4272,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Avondale Middle School,91985,070444112,*,*,*,*,*,*,*,147,149,140,*,*,*,*,436,
Avondale Elementary District,4272,Avondale South I,84321,072628073,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Baboquivari High School,5847,100240204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Centerra Mirage STEM Academy,87619,070444111,*,*,56,43,64,55,60,62,74,76,*,*,*,*,531,
Avondale Elementary District,4272,Copper Trails,90028,070444110,*,110,110,125,*,117,127,109,117,128,*,*,*,*,1049,
Avondale Elementary District,4272,Desert Choice School Learning Center Buckeye,91214,072112004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Desert Star,79670,070444107,*,69,70,*,84,86,91,70,92,98,*,*,*,*,720,
Avondale Elementary District,4272,Desert Thunder,79792,070444108,*,84,76,66,78,77,77,94,70,83,*,*,*,*,705,
Avondale Elementary District,4272,Eliseo C. Felix School,5348,070444103,*,*,*,148,137,146,116,*,*,*,*,*,*,*,547,
Avondale Elementary District,4272,GOMPERS CENTER FOR THE HANDICA,7318,072120001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Lattie Coor,5349,070444104,*,138,129,*,*,*,*,*,*,*,*,*,*,*,269,
Avondale Elementary District,4272,Lattie Coor I AM,89240,072628084,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Michael Anderson,5347,070444102,*,82,89,116,113,85,115,81,82,96,*,*,*,*,859,
Avondale Elementary District,4272,Michael Anderson,90473,072628146,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Poston Butte High School,90309,110201202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Avondale Elementary District,4272,Wildflower School,78924,070444106,16,45,43,46,37,51,41,62,49,53,*,*,*,*,443,
Avondale Learning dba Precision Academy,79929,,,           _,*,*,*,*,*,*,*,*,*,*,19,26,28,25,98,
Avondale Learning dba Precision Academy,79929,Precision Academy,80006,078614201,*,*,*,*,*,*,*,*,*,*,19,26,28,25,98,
Az-Tec High School,4508,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,31,43,96,
Az-Tec High School,4508,AZTEC High School,6192,148757001,*,*,*,*,*,*,*,*,*,*,*,*,31,43,96,
"BASIS Schools, Inc.",6361,,,           _,*,161,161,161,162,159,*,*,*,*,*,*,*,*,804,
"BASIS Schools, Inc.",6361,BASIS Tucson Primary,6065,108725001,*,161,161,161,162,159,*,*,*,*,*,*,*,*,804,
"BASIS Schools, Inc.",81078,,,           _,*,*,*,*,*,187,183,188,93,117,84,91,*,69,1082,
"BASIS Schools, Inc.",81078,BASIS Prescott,92321,138786001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
"BASIS Schools, Inc.",81078,BASIS Scottsdale,81079,078736001,*,*,*,*,*,187,183,188,93,117,84,91,69,69,1081,
"BASIS Schools, Inc.",90508,,,           _,*,*,*,*,*,*,*,123,117,102,56,57,*,67,572,
"BASIS Schools, Inc.",90508,BASIS Oro Valley,90509,078575301,*,*,*,*,*,*,*,123,117,102,56,57,49,67,571,
"BASIS Schools, Inc.",90508,BASIS Oro Valley Primary,92319,108404001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
"BASIS Schools, Inc.",90841,,,           _,*,*,*,*,*,*,160,158,150,118,58,54,44,30,772,
"BASIS Schools, Inc.",90841,BASIS Peoria,91055,078588301,*,*,*,*,*,*,160,158,150,118,58,54,44,30,772,
"BASIS Schools, Inc.",90842,,,           _,*,*,*,*,*,*,188,177,131,116,57,79,87,62,897,
"BASIS Schools, Inc.",90842,BASIS Chandler,91056,078589301,*,*,*,*,*,*,188,177,131,116,57,79,87,62,897,
"BASIS Schools, Inc.",90862,,,           _,*,*,*,*,65,66,91,89,74,89,53,45,39,29,640,
"BASIS Schools, Inc.",90862,BASIS Flagstaff,90863,038707001,*,*,*,*,65,66,91,89,74,89,53,45,39,29,640,
"BASIS Schools, Inc.",91280,,,           _,*,*,*,*,*,*,122,125,142,135,95,61,65,36,781,
"BASIS Schools, Inc.",91280,BASIS Phoenix,91343,078403001,*,*,*,*,*,*,122,125,142,135,95,61,65,36,781,
"BASIS Schools, Inc.",91309,,,           _,*,*,*,*,*,*,160,181,189,181,120,103,74,55,1063,
"BASIS Schools, Inc.",91309,BASIS Tucson North,91766,108737001,*,*,*,*,*,*,160,181,189,181,120,103,74,55,1063,
"BASIS Schools, Inc.",91339,,,           _,*,*,*,*,*,110,137,136,135,105,59,36,*,*,756,
"BASIS Schools, Inc.",91339,BASIS Ahwatukee,92030,078212001,*,*,*,*,*,110,137,136,135,105,59,36,*,*,756,
"BASIS Schools, Inc.",91949,,,           _,*,*,*,*,31,60,108,116,104,97,54,48,14,16,648,
"BASIS Schools, Inc.",91949,BASIS Mesa,91997,078225001,*,*,*,*,31,60,108,116,104,97,54,48,14,16,648,
"BASIS Schools, Inc.",92318,,,           _,*,127,129,129,123,127,127,*,*,*,*,*,*,*,762,
"BASIS Schools, Inc.",92318,BASIS Oro Valley Primary,92319,108404001,*,127,129,129,123,127,127,*,*,*,*,*,*,*,762,
"BASIS Schools, Inc.",92320,,,           _,*,63,62,66,85,63,88,92,84,86,34,40,*,*,786,
"BASIS Schools, Inc.",92320,BASIS Prescott,92321,138786001,*,63,62,66,85,63,88,92,84,86,34,40,*,*,786,
"BASIS Schools, Inc.",92349,,,           _,*,142,160,159,117,91,70,58,59,24,*,*,*,*,880,
"BASIS Schools, Inc.",92349,BASIS Phoenix Central Primary,92350,078231001,*,142,160,159,117,91,70,58,59,24,*,*,*,*,880,
"BASIS Schools, Inc.",92734,,,           _,*,*,*,*,*,*,*,88,52,28,18,*,*,*,186,
"BASIS Schools, Inc.",92734,BASIS Goodyear,92735,078269001,*,*,*,*,*,*,*,88,52,28,18,*,*,*,186,
"BASIS Schools, Inc.",92736,,,           _,*,122,94,91,94,93,95,*,*,*,*,*,*,*,589,
"BASIS Schools, Inc.",92736,BASIS Goodyear Primary,92737,078268001,*,122,94,91,94,93,95,*,*,*,*,*,*,*,589,
"BASIS Schools, Inc.",92863,,,           _,*,130,129,131,140,*,*,*,*,*,*,*,*,*,530,
"BASIS Schools, Inc.",92863,BASIS Scottsdale Primary,92864,078272001,*,130,129,131,140,*,*,*,*,*,*,*,*,*,530,
"BASIS Schools, Inc.",92865,,,           _,*,63,95,94,94,95,*,*,*,*,*,*,*,*,441,
"BASIS Schools, Inc.",92865,BASIS Chandler Primary- South Campus,92866,078273001,*,63,95,94,94,95,*,*,*,*,*,*,*,*,441,
"BASIS Schools, Inc.",92997,,,           _,*,120,101,105,93,103,*,*,*,*,*,*,*,*,522,
"BASIS Schools, Inc.",92997,BASIS Chandler Primary - North Campus,93010,078236001,*,120,101,105,93,103,*,*,*,*,*,*,*,*,522,
Baboquivari Unified School District #40,4412,,,           _,11,81,81,92,88,64,83,84,70,69,60,55,51,61,950,
Baboquivari Unified School District #40,4412,Alternative High School (Indian Oasis High School),90822,100240205,*,*,*,*,*,*,*,*,*,*,*,12,*,12,34,
Baboquivari Unified School District #40,4412,Alternative Middle School (Indian Oasis Middle School),90821,100240105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Baboquivari Unified School District #40,4412,Baboquivari High School,5847,100240204,*,*,*,*,*,*,*,*,*,*,56,43,45,49,193,
Baboquivari Unified School District #40,4412,Baboquivari Middle School,5846,100240103,*,*,*,*,*,*,*,*,67,63,*,*,*,*,130,
Baboquivari Unified School District #40,4412,Indian Oasis Intermediate Elementary School,948673,100240106,*,*,*,*,*,64,83,84,*,*,*,*,*,*,231,
Baboquivari Unified School District #40,4412,Indian Oasis Primary Elementary School,5844,100240101,11,81,81,92,88,*,*,*,*,*,*,*,*,*,353,
Bagdad Unified District,4468,,,           _,17,31,31,33,43,32,32,34,21,31,24,27,19,29,404,
Bagdad Unified District,4468,Bagdad Elementary School,6088,130220101,17,31,31,33,43,32,32,*,*,*,*,*,*,*,219,
Bagdad Unified District,4468,Bagdad Middle / Senior High School,6089,130220202,*,*,*,*,*,*,*,34,21,31,24,27,19,29,185,
Ball Charter Schools (Dobson),79204,,,           _,*,60,49,62,65,57,56,42,43,44,*,*,*,*,478,
Ball Charter Schools (Dobson),79204,"Dobson Academy, The - A Ball Charter School",10729,078988102,*,60,49,62,65,57,56,42,43,44,*,*,*,*,478,
Ball Charter Schools (Hearn),4294,,,           _,*,61,80,79,77,79,67,70,66,47,*,*,*,*,626,
Ball Charter Schools (Hearn),4294,"Hearn Academy, The - A Ball Charter School",10730,078987103,*,61,80,79,77,79,67,70,66,47,*,*,*,*,626,
Ball Charter Schools (Val Vista),90885,,,           _,*,39,48,44,62,45,30,30,15,23,*,*,*,*,336,
Ball Charter Schools (Val Vista),90885,Ball Charter Schools (Val Vista),91791,078586001,*,39,48,44,62,45,30,30,15,23,*,*,*,*,336,
Balsz Elementary District,4268,,,           _,19,271,325,274,321,309,253,245,231,221,*,*,*,*,2469,
Balsz Elementary District,4268,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Balsz Elementary District,4268,Balsz Elementary School,5319,070431101,*,79,93,83,89,75,71,59,150,157,*,*,*,*,856,
Balsz Elementary District,4268,Brunson-Lee Elementary School,81141,070431105,*,69,64,62,69,73,39,58,*,*,*,*,*,*,434,
Balsz Elementary District,4268,David Crockett Elementary School,5320,070431102,*,66,80,66,71,76,58,50,*,*,*,*,*,*,467,
Balsz Elementary District,4268,FOUNDATION FOR BLIND CHILDREN,7335,072140001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Balsz Elementary District,4268,Griffith Elementary School,5321,070431103,*,57,88,61,92,85,82,78,81,64,*,*,*,*,688,
Balsz Elementary District,4268,Orangedale Early Learning Center,92301,070431106,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19,
Beaver Creek Elementary District,4481,,,           _,18,27,36,25,24,28,34,35,36,29,34,35,32,36,429,
Beaver Creek Elementary District,4481,Beaver Creek School,6116,130326101,18,27,36,25,24,28,34,35,36,29,*,*,*,*,292,
Beaver Creek Elementary District,4481,Big Park Community School,6084,130209130,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Beaver Creek Elementary District,4481,Camp Verde Accommodation School,84659,130228304,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Beaver Creek Elementary District,4481,Camp Verde High School,6100,130228203,*,*,*,*,*,*,*,*,*,*,27,16,17,12,72,
Beaver Creek Elementary District,4481,Camp Verde Middle School,6099,130228102,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Beaver Creek Elementary District,4481,Mingus Online Academy,91320,130504203,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
